,name,address,tel,score,count_evaluation,star
3444,파스쿠찌 광희빌딩점,서울특별시 중구 광희동1가 216,02-2278-8088,21점,1,4.0
3445,정성본샤브수끼,서울특별시 중구 을지로6가 18-84 미진빌딩지하,02-2269-5270,26점,5,3.5
3446,더마카롱,서울특별시 강서구 화곡동 341-16,02-2065-8253,16점,1,5.0
3447,한아름곱창,서울 동대문구 답십리동 542-1,02-2242-0290,12점,1,0.0
3448,바게트케이,서울특별시 강남구 역삼동 723-30,02-567-9501,60점,6,4.6
3449,뽕식이네김밥,서울특별시 송파구 신천동 17-4,02-412-1749,13점,2,3.0
3450,맛닭꼬,서울특별시 성동구 행당동 286-34,02-2293-8292,23점,2,3.6
3451,뚜레쥬르 신림역점,서울특별시 관악구 신림동 1641-19,02-873-0009,24점,1,5.0
3452,꽃마름 샤브샤브,서울특별시 양천구 신정7동 323-7,02-2655-2220,12점,평가자 없음,Nan
3453,고기킹,서울특별시 관악구 신림동 526-10,02-859-1513,12점,평가자 없음,Nan
3454,5dining,서울특별시 관악구 신림동 518-47,010-9328-5047,34점,4,5.0
3455,오목집,서울특별시 영등포구 당산동6가 313-1,02-2637-3779,35점,5,3.7
3456,걸작떡볶이,서울특별시 구로구 구로동 197-21,02-866-2821,23점,1,4.0
3457,참새방앗간,서울특별시 영등포구 당산동6가 281,02-2675-1199,52점,13,3.3
3458,센민 (Senmin),서울특별시 강남구 역삼동 640-17,02-555-8160,30점,2,4.4
3459,미쓰족발 홍대점,서울특별시 마포구 동교동 164-12,02-336-2111,55점,6,4.0
3460,성수동 양갈비,서울특별시 성동구 성수2가3동 299-233,02-497-4987,55점,7,4.6
3461,안동하회칼국시,서울특별시 영등포구 당산동6가 293-1,02-2676-9516,30점,3,3.6
3462,소신이쏘,서울특별시 서대문구 창천동 57-39,02-324-3245,68점,23,3.9
3463,이치류 홍대본점,서울특별시 마포구 서교동 395-124,02-3144-1312,74점,13,4.7
3464,은주정,서울특별시 중구 주교동 43-23,02-2265-4669,78점,36,4.3
3465,모단걸응접실,서울특별시 관악구 봉천동 854-13,02-878-0811,35점,3,3.2
3466,하동관 대치점,서울시 강남구 대치동 891-44,02-565-0003,61점,12,3.4
3467,한잔차차,서울특별시 양천구 신정동 1030-6,02-2648-3378,13점,평가자 없음,Nan
3468,손칼국수잘하는집 모리국수,서울특별시 관악구 신림동 1460-1,정보없음,31점,1,5.0
3469,호밀밭,서울특별시 서대문구 창천동 4-77,02-392-5345,65점,17,4.2
3470,정성만두,서울특별시 관악구 봉천동 897-1,02-861-3259,25점,1,4.0
3471,목동망개떡,서울특별시 양천구 신정동 323-23,02-2652-9090,13점,1,3.0
3472,미스터 박의돈 워리,서울특별시 성동구 하왕십리동 258,02-2291-9294,25점,2,5.0
3473,메콩타이,서울특별시 성동구 성수동2가 300-40,02-462-2001,29점,2,4.4
3474,테라로사 코엑스점,서울시 강남구 삼성동 159 코엑스몰 1층 E003,정보없음,69점,27,4.0
3475,더부스 강남1호점,서울특별시 서초구 서초동 1330 2층,070-8673-4742,61점,6,4.4
3476,우정돈식당,서울특별시 성동구 성수동2가 320-1,02-497-7777,27점,2,4.2
3477,막내횟집,서울특별시 중구 남창동 50-48,02-755-5115,57점,6,3.8
3478,애슐리 서울대입구점,서울특별시 관악구 봉천동 862-1 9층,02-6276-8200,32점,4,4.1
3479,유연카레,서울특별시 서초구 서초동 1547-5,02-573-7597,22점,1,5.0
3480,상하이몽,서울특별시 구로구 구로동 108,02-868-2299,24점,1,5.0
3481,농민백암순대 강남역점,서울특별시 강남구 역삼동 830-9,02-501-2772,57점,13,4.1
3482,강수곱창,서울시 마포구 서교동 358-136,02-338-2866,48점,1,4.0
3483,멸치국수집,서울특별시 관악구 남현동 1061-28,02-583-0957,46점,4,4.2
3484,베이크드 뮬란,서울특별시 서초구 방배동 908-15,02-525-1688,29점,2,4.0
3485,마포설렁탕,서울특별시 영등포구 당산동6가 339-3,02-2632-3292,32점,1,4.0
3486,오리사랑,서울특별시 양천구 신정동 323-17,02-2642-7002,Nan,평가자 없음,Nan
3487,혼다라멘,서울특별시 성동구 행당동 3-7,정보없음,40점,9,3.4
3488,쎈느,서울시 성동구 성수동2가 314-2,02-499-2122,53점,9,4.1
3489,김덕후의곱창조 구멍가게3호점,서울특별시 마포구 서교동 355-12,02-3144-1349,63점,16,3.7
3490,백채 김치찌개,서울특별시 구로구 신도림동 337,02-2671-8166,26점,1,4.0
3491,육전식당 2호점,서울특별시 동대문구 신설동 76-25,02-926-6373,39점,5,3.9
3492,가마로강정,서울특별시 동대문구 답십리1동 488-47,02-2212-5508,21점,1,5.0
3493,기와집식당,서울시 영등포구 당산동1가 35,010-4727-0304,22점,1,5.0
3494,롱브레드 명동대신파이낸스센터점,서울특별시 중구 저동1가 48 대신파이낸스센터 2층,02-318-1259,39점,9,3.5
3495,갓덴스시,서울특별시 송파구 신천동 29,02-3213-4519,61점,14,3.9
3496,커피앤시가렛,서울특별시 중구 서소문동 75-95 유원빌딩17층,02-777-7557,53점,10,4.4
3497,재이슨의부대찌개,서울특별시 강서구 화곡동 897-16,02-2690-0055,17점,1,5.0
3498,춘천골 숯불닭갈비,서울특별시 관악구 신림동 1433-128,02-873-8592,31점,1,4.0
3499,메이찬,서울특별시 동대문구 용두동 26-14,02-957-0019,Nan,평가자 없음,Nan
3500,앵글340,서울 종로구 장사동 182-2 3층,010-3229-0340,36점,3,4.3
3501,나두밥,서울특별시 동대문구 답십리1동 542-1,02-2247-4863,12점,평가자 없음,Nan
3502,신정닭발,서울시 양천구 신정1동 1051-2,02-2642-9918,25점,1,5.0
3503,피자몰 신촌점,서울특별시 마포구 노고산동 57-1,02-3144-4796,52점,7,3.9
3504,스파게티스토리,서울시 송파구 신천동 7 장미상가,02-422-1303,22점,1,4.0
3505,생각보다 맛있는집,서울특별시 관악구 신림동 1429-2,02-872-7818,28점,2,5.0
3506,홍익 궁중전통육개장,서울특별시 강남구 역삼동 652,02-501-3540,57점,9,3.8
3507,롤링파스타 구로디지털역점,서울특별시 구로구 구로동 1124-72 2층,02-868-0410,28점,2,4.0
3508,폴바셋,서울특별시 중구 태평로1가 61-1,02-730-9455,53점,9,4.2
3509,에픽에스프레소 더커피바,서울특별시 성동구 하왕십리동 339-67,010-2543-7787,17점,1,4.0
3510,먹거리집,서울시 광진구 구의1동 221-28,02-3436-3383,32점,1,4.0
3511,퇴근길호프,서울 영등포구 문래동2가 43-8,정보없음,24점,1,4.0
3512,풀그라운드,서울특별시 중구 중림동 325-1,02-365-9233,16점,1,5.0
3513,가도,서울특별시 동대문구 용두동 27-1,02-969-0112,12점,평가자 없음,Nan
3514,더플레이스 코엑스몰점,서울특별시 강남구 삼성동 159 코엑스몰 B1 J102,02-6002-1150,63점,26,3.4
3515,굴과찜사랑,서울특별시 성동구 행당1동 298-50,02-2296-9922,52점,4,4.3
3516,톨리브,서울특별시 서초구 서초동 1695-26,02-532-0044,41점,1,5.0
3517,오늘 와인한잔,서울특별시 영등포구 문래동2가 14-25,02-3667-0608,40점,3,4.3
3518,선릉설렁탕,서울특별시 강남구 역삼동 697-54,02-552-3224,32점,1,4.0
3519,홍콩반점0410 구로디지털단지역점,서울특별시 구로구 구로동 1125-9,02-863-3200,28점,1,5.0
3520,수원갈비,서울특별시 성동구 성수1가2동 656-937,02-463-6975,38점,7,3.7
3521,카페 그린,서울특별시 성동구 하왕십리동 700,02-6013-6566,19점,3,3.4
3522,수프앤베이글,서울특별시 서초구 서초동 1542-1,02-588-5081,13점,평가자 없음,Nan
3523,토리톤스시,서울특별시 서대문구 충정로3가 63-1,02-365-8999,13점,평가자 없음,Nan
3524,더하노이,서울특별시 강남구 삼성동 162-23,02-562-3650,52점,4,4.6
3525,라무진,서울특별시 성동구 성수동2가 289-4,010-9976-3389,32점,3,5.0
3526,이대감,서울특별시 관악구 봉천동 928-5,02-877-7821,27점,1,5.0
3527,르브와 신림점,서울특별시 관악구 신림동 1637-26,02-883-9363,31점,4,3.0
3528,김덕후의곱창조,서울특별시 광진구 화양동 8-94,02-499-1540,52점,5,3.4
3529,에이와이라운지,"서울특별시 강남구 역삼동 819-9 제리스플레닛호텔 지하 1, 2층",02-552-8199,63점,23,3.4
3530,온정돈까스,서울특별시 관악구 신림동 546-1,02-3281-3330,56점,15,3.9
3531,태기산더덕순대 문래점,서울 영등포구 문래동4가 9-1,02-2636-1360,20점,1,4.0
3532,청정골,서울특별시 서대문구 충정로3가 276,02-364-8888,13점,평가자 없음,Nan
3533,머스커비,서울특별시 영등포구 당산동 171-15,02-2675-5229,29점,1,5.0
3534,좋은생고기 정육점식당,서울특별시 송파구 방이동 62-5,02-422-7892,51점,4,4.7
3535,무국식탁 편백집,서울특별시 마포구 아현동 330-4,02-312-4069,35점,7,3.4
3536,멘야하나비 본점,서울시 송파구 송파동 57,070-8959-1108,78점,52,4.0
3537,최가네 동태찜·탕전문점,서울시 동대문구 답십리1동 494-1,02-2246-6029,17점,평가자 없음,Nan
3538,땡초곱창,서울특별시 중구 황학동 1218,02-2234-1240,29점,2,4.0
3539,경평면옥,서울특별시 강남구 삼성동 152,02-539-6054,51점,12,3.7
3540,육갑식당,서울특별시 영등포구 당산동6가 326-3,02-2678-9293,46점,3,4.7
3541,안동장,서울특별시 중구 을지로3가 315-18,02-2266-3814,69점,19,3.7
3542,악어떡볶이,서울특별시 성동구 행당동 3-27,02-2281-9988,71점,34,4.2
3543,돈구디,서울시 구로구 구로동 1127-22 티타운빌딩 1층,02-852-0880,23점,1,5.0
3544,열혈쭈꾸미,서울시 성동구 성수동1가 668-20,02-462-5556,32점,4,4.0
3545,높은집 종가 산꼼장어,서울시 성동구 행당동 292-41,02-2292-4074,15점,평가자 없음,Nan
3546,푸짐한닭한마리,서울특별시 구로구 구로3동 1124-84,02-852-5581,35점,2,4.0
3547,브릭오븐,서울특별시 강남구 역삼동 617-4,02-508-1325,67점,14,3.7
3548,대전해장국,서울특별시 마포구 노고산동 19-39,02-713-5475,44점,4,4.2
3549,누나홀닭,서울특별시 동대문구 신설동 98-18,02-921-0565,22점,1,4.0
3550,희극지왕,서울특별시 영등포구 당산동3가 172,02-633-8665,24점,1,4.0
3551,은성순대국,서울특별시 마포구 아현동 346-44,02-393-3393,13점,1,3.0
3552,신설 홍어횟집,서울시 동대문구 신설동 92-60,02-2234-1644,20점,1,4.0
3553,김밥왕돈까스,서울특별시 종로구 숭인동 200-10,02-2252-8573,16점,1,4.0
3554,소나무,서울특별시 성동구 행당동 292-7,02-2292-2222,62점,8,4.3
3555,바로바로전집,서울특별시 영등포구 문래동3가 58-21,02-2677-3177,26점,1,5.0
3556,왕산가,서울특별시 동대문구 용두동 24-12,02-966-8254,12점,평가자 없음,Nan
3557,강남면옥 광장점,서울시 광진구 구의동 199-18,02-446-5539,42점,7,3.8
3558,써브웨이 강변역점,서울특별시 광진구 구의동 546-11 동서울터미널 맞은편,02-446-0423,31점,2,4.5
3559,어다리횟집,서울특별시 구로구 구로동 1126-1,02-858-5060,31점,1,4.0
3560,이스탄불바베큐,서울특별시 강서구 화곡동 340-1,02-2602-8334,24점,1,5.0
3561,최가네맛집 봉평메밀막국수,서울 중구 주교동 124-1,02-2272-5431,25점,1,5.0
3562,산호,서울특별시 서초구 서초동 1552-1,02-523-3534,15점,평가자 없음,Nan
3563,영일만,서울시 동작구 사당1동 1040-32,02-522-4080,40점,1,5.0
3564,뉴욕아파트먼트,서울특별시 마포구 합정동 412-26 화성빌딩 1층,02-333-7626,63점,8,3.2
3565,브루클린더버거조인트 롯데월드몰점,서울시 송파구 신천동 29 롯데월드몰 3층,02-3213-4340,47점,11,3.7
3566,내림손삼계탕,서울특별시 서대문구 충정로3가 476,02-6364-4966,12점,평가자 없음,Nan
3567,63 프로방스,서울특별시 서대문구 대현동 56-42,02-393-8463,54점,4,4.6
3568,이문어세상,서울특별시 중구 중림동 400-7,02-363-0990,23점,1,5.0
3569,스타벅스,서울특별시 마포구 아현동 738,02-758-8272,23점,2,5.0
3570,수뿌레닭갈비 신도림점,서울특별시 구로구 구로동 40-3,02-6010-8588,25점,1,5.0
3571,콘하스,서울특별시 마포구 합정동 369-21,02-6084-0794,50점,6,4.4
3572,계림 닭도리탕 충무로별관,서울특별시 중구 충무로4가 28-5,02-6467-6962,45점,6,3.8
3573,마를리,서울특별시 성동구 성수동2가 315-55,02-467-0303,63점,16,4.0
3574,허파식당,서울특별시 동대문구 제기동 271-45,02-924-4119,20점,1,5.0
3575,라티놀,서울시 관악구 봉천동 1598-2,02-875-8285,52점,5,4.0
3576,전야제,서울특별시 송파구 잠실동 189-2,02-420-4239,19점,평가자 없음,Nan
3577,대도소곱창,서울특별시 중구 중림동 400-6,02-913-1641,25점,4,3.5
3578,초와밥,서울특별시 동작구 사당동 1031-13 2층,02-523-5937,71점,26,4.4
3579,겐로쿠우동,서울특별시 광진구 화양동 5-106,02-465-8545,60점,5,4.4
3580,아울 구의점,서울특별시 광진구 구의동 246-6,02-447-7373,24점,3,4.2
3581,수원본갈비,서울특별시 서초구 서초동 1511-12,02-521-1727,22점,1,5.0
3582,어니언,서울특별시 성동구 성수동2가 277-135,070-7816-2710,81점,53,3.9
3583,와이낫,서울특별시 관악구 신림동 499-38,02-6326-0233,25점,1,5.0
3584,사랑방칼국수,서울특별시 중구 충무로3가 23-1,02-2272-2020,78점,33,4.0
3585,치카미치,서울시 성동구 성수동1가 8-17,070-7543-4125,53점,7,4.3
3586,농장사람들정육식당 신대방점,서울특별시 동작구 신대방동 607-27,02-847-0746,24점,1,4.0
3587,또보겠지 떡볶이집 깐따삐아점,서울특별시 마포구 서교동 358-42,02-332-4982,52점,7,4.6
3588,이탈리안108,서울특별시 성동구 행당동 19-108,02-2281-5623,15점,평가자 없음,Nan
3589,십원집,서울특별시 광진구 구의동 242-57,02-458-1092,23점,2,4.0
3590,오챠드1974,서울특별시 중구 신당동 250-14,02-2252-1974,51점,6,4.5
3591,피자네버슬립스 3호점,서울특별시 관악구 봉천동 1612-52 2층,070-4115-0805,35점,3,4.4
3592,펀비어킹,서울특별시 관악구 신림동 514-19,02-6497-9292,13점,평가자 없음,Nan
3593,남원닭발,서울특별시 중구 신당동 132-34,02-2253-6098,44점,2,4.6
3594,파스타리코,서울특별시 서대문구 대현동 110-5,02-313-6282,27점,3,4.0
3595,황귀닭곰탕백반,서울특별시 성동구 마장동 782-6,02-2293-1344,28점,2,4.0
3596,핏카페,서울특별시 구로구 신도림동 362-1,02-2211-1790,24점,1,4.0
3597,탐라도야지,서울특별시 서초구 서초3동 1566-8,02-521-3337,53점,10,4.6
3598,더피자보이즈,서울특별시 마포구 서교동 402-5,02-322-9896,64점,19,4.0
3599,엘마론,서울특별시 서초구 서초동 1600-4,02-525-7274,33점,2,4.4
3600,송쉐프,서울특별시 광진구 자양동 779-5,02-446-6000,18점,2,3.3
3601,경성광장,서울특별시 송파구 송파동 57-3,02-416-5927,44점,8,3.8
3602,로코민트,서울특별시 서초구 방배동 467-2,010-3225-8907,48점,5,4.4
3603,시래마을,서울특별시 광진구 구의동 667 강변sk뷰,02-444-4456,21점,2,3.4
3604,스타벅스,서울특별시 영등포구 당산동6가 217-2,02-2631-3397,28점,4,3.7
3605,허머스 키친,서울특별시 강남구 삼성동 159-8,02-3453-6811,52점,9,3.6
3606,고르드,서울특별시 서대문구 창천동 31-15,02-365-9566,65점,17,3.8
3607,두둑한 샤브 칼국수 신림점,서울특별시 관악구 신림동 1421-45,02-888-3949,26점,2,4.0
3608,최영희언양불고기,서울특별시 성동구 행당1동 286-12,02-2294-6077,58점,9,3.9
3609,디퀸즈,서울특별시 강남구 삼성동 159 코엑스몰 B1 I104,02-6002-6166,57점,6,4.3
3610,은행골 강남점,서울특별시 강남구 역삼동 619-29,02-568-4988,63점,19,4.0
3611,성당옆한스로스까스,서울특별시 중구 명동2가 2-3,02-776-0490,51점,5,4.4
3612,메이드바이오즈,서울특별시 강남구 역삼동 812-13 스타제이빌딩 B1,02-556-5657,61점,10,4.0
3613,커넥트투,서울특별시 송파구 신천동 29,02-3213-4183,53점,9,4.1
3614,구복,서울특별시 서대문구 창천동 13-49,02-363-2020,65점,9,3.9
3615,대판수사,서울특별시 서초구 방배3동 983-3,02-522-4555,13점,평가자 없음,Nan
3616,개화,서울특별시 중구 명동2가 107,02-776-0508,53점,5,3.4
3617,써브웨이 서초법원점,서울특별시 서초구 서초동 1717-4,02-595-1718,21점,1,4.0
3618,육앤샤,서울특별시 성동구 행당동 19-48,02-2294-2020,41점,3,4.6
3619,육찌삼,서울특별시 구로구 신도림동 337,02-3439-7022,13점,1,3.0
3620,10페이지 한양대1호점,서울 성동구 행당동 4-17,02-2282-7063,28점,3,3.0
3621,온돌,서울특별시 관악구 봉천동 1612-52 1층,02-873-8712,47점,5,4.4
3622,짱치킨,서울특별시 관악구 봉천동 928-3,02-883-5559,25점,1,5.0
3623,텐진라멘,서울특별시 영등포구 당산동3가 374,070-8614-0816,28점,1,4.0
3624,라곰,서울특별시 광진구 구의동 593-14,정보없음,21점,1,4.0
3625,마라공방 홍대입구역직영점,서울특별시 마포구 동교동 164-1,02-336-7666,47점,8,4.0
3626,월향,서울특별시 중구 태평로1가 60-15,02-723-9202,49점,2,4.0
3627,카페 1984,서울특별시 마포구 동교동 158-24,02-325-1984,53점,9,4.0
3628,낙랑파라 아현점,서울 서대문구 북아현동 156-21,02-356-3583,21점,1,4.0
3629,집파스타,서울특별시 광진구 구의동 546-4 테크노마트 9층,02-3424-1034,31점,4,3.9
3630,홍대닭갈비,서울특별시 마포구 서교동 357-2,02-2245-5222,51점,8,3.8
3631,치앤강,서울특별시 중구 신당동 144-10,02-2233-2984,29점,2,4.0
3632,한림돈가 본점,서울특별시 서대문구 창천동 52-124,02-338-6604,64점,14,4.0
3633,명동교자 본점,서울특별시 중구 명동2가 25-2,02-776-5348,100점,16,4.1
3634,경성면옥,서울시 강남구 삼성동 159-6 도심공항타워 B10호,02-539-7829,44점,5,3.8
3635,시골집,서울시 성동구 성수동2가 335-23,010-8668-6241,30점,2,5.0
3636,엔트런스,서울특별시 서초구 서초동 1643-32,010-8674-9366,30점,4,3.7
3637,황성집,서울특별시 중구 중림동 149-23,02-392-6926,29점,1,5.0
3638,마장갈비 본점,서울시 성동구 마장동 792,02-2292-8588,14점,평가자 없음,Nan
3639,카페 더엘리,서울 영등포구 당산동3가 223-11,정보없음,27점,1,5.0
3640,일가샤브칼국수,서울특별시 구로구 구로동 141-23,02-830-0003,Nan,평가자 없음,Nan
3641,BBQ치킨,서울특별시 성동구 마장동,0504-3142-1422,19점,1,4.0
3642,서울식품,서울특별시 종로구 관수동 102-1,02-2267-3657,54점,8,4.7
3643,포항막회,서울특별시 광진구 화양동 8-50,02-469-1386,57점,6,3.8
3644,막돼먹은막창 신천점,서울특별시 송파구 잠실동 188-9 1층,02-417-1889,20점,1,4.0
3645,교대이층집,서울특별시 서초구 서초동 1571-18,02-525-6692,32점,26,3.6
3646,써머,서울특별시 관악구 봉천동 1663-9,010-3034-8292,25점,1,5.0
3647,스타벅스 엔터식스점,서울특별시 성동구 행당동 168-151 왕십리엔터식스,02-2200-6250,36점,4,4.3
3648,헤이 보울,서울시 성동구 성수동2가 321-70,070-8845-6847,34점,6,4.2
3649,커피빈 엔터식스한양대점,서울 성동구 행당동 155-1 엔터식스 한양대점,02-6454-6216,25점,4,3.5
3650,육시리 역삼직영점,서울특별시 강남구 역삼동 727-1,02-556-6678,37점,4,4.3
3651,만포면옥,서울특별시 송파구 신천동 7-30 타워730 지하1층,02-420-3917,38점,3,3.3
3652,강서면옥 시청점,서울특별시 중구 서소문동 120-15,02-752-1945,51점,9,3.4
3653,경성함바그 현대시티아울렛동대문점,서울특별시 중구 을지로6가 17-2,02-2283-2243,19점,1,4.0
3654,청진동해장국,서울특별시 성동구 마장동 782-7,02-2297-1239,12점,평가자 없음,Nan
3655,봉구스밥버거 방배역점,서울특별시 서초구 방배동 911-25,02-3471-5094,19점,1,4.0
3656,부산진오뎅,서울특별시 서초구 방배1동 910-8,02-598-3322,13점,평가자 없음,Nan
3657,아라부대찌개 문래직영점,서울 영등포구 문래동3가 82-29 우리벤처타운2,02-2679-9200,29점,2,4.0
3658,중국 해피 요리사,서울특별시 서초구 방배동 911-18,02-522-2888,13점,평가자 없음,Nan
3659,고을래이베리코흑돼지,서울특별시 중구 흥인동 12-10,02-2252-7700,24점,1,4.0
3660,맛집곱창구이,서울특별시 서초구 방배동 451-26,02-521-9667,60점,8,3.8
3661,밀향기칼국수,서울특별시 관악구 봉천동 1658-10,02-886-5479,44점,8,3.8
3662,룸펜,서울특별시 관악구 신림동 1424-3 2층,02-873-5553,30점,2,4.3
3663,투썸플레이스 잠실신천점,서울특별시 송파구 잠실동 177-3,02-415-2344,20점,1,4.0
3664,금계찜닭 선릉점,서울특별시 강남구 역삼동 697-45 대흥빌딩 2층,02-557-7077,54점,8,3.6
3665,조가네갑오징어 사당점,서울특별시 동작구 사당동 1041-5,02-3472-0108,48점,3,4.6
3666,왕돈까스왕냉면 신대방1점,서울특별시 관악구 신림동 519-4,02-838-7545,22점,1,4.0
3667,팔로피자,서울특별시 마포구 서교동 394-65,02-324-8588,61점,10,3.6
3668,전가복,서울특별시 영등포구 대림2동 709-3,02-845-8887,18점,평가자 없음,Nan
3669,자이온보트,서울특별시 마포구 서교동 396-24,070-8953-6473,52점,6,4.6
3670,땅코참숯구이,서울특별시 강남구 역삼동 835,02-562-2009,55점,5,5.0
3671,복만루,서울시 광진구 자양동 219-12,02-456-1778,16점,1,5.0
3672,송송카레,서울특별시 강남구 역삼동 734-21,02-553-0527,30점,2,4.0
3673,가마골,서울특별시 마포구 아현동 395-1,02-363-4801,Nan,평가자 없음,Nan
3674,동동갈비,서울특별시 영등포구 양평동4가 27-3,02-2635-2390,25점,1,5.0
3675,서울숲누룽지통닭구이,서울특별시 성동구 성수동1가 656-940,02-462-9920,63점,12,4.4
3676,박서방 순대국밥,서울시 강남구 삼성1동 156-5,02-568-9205,37점,8,2.9
3677,브리스토,서울시 서대문구 충정로3가 256,02-362-5006,16점,평가자 없음,Nan
3678,향촌,서울특별시 서초구 서초3동 1552-23,02-523-5955,13점,평가자 없음,Nan
3679,코끼리베이글,서울특별시 영등포구 양평동3가 69,070-4184-0082,34점,5,3.5
3680,바이젠하우스,서울특별시 서초구 방배2동 443-5,02-588-7782,58점,5,4.1
3681,이나니와 요스케 시청점,서울특별시 중구 을지로1가 192-11 재능빌딩 1층,02-772-9994,73점,28,3.7
3682,김영태의이자카야마을,서울특별시 구로구 구로동 1124-54,02-830-8711,43점,6,3.6
3683,푸울파티,서울특별시 성동구 성수동2가 328-15,070-8805-8769,47점,4,4.7
3684,마카오도우라오,서울특별시 광진구 자양동 9-4,02-464-8808,39점,5,4.2
3685,이강순실비집,서울특별시 종로구 관철동 11-11,02-737-7880,56점,5,4.4
3686,동춘관,서울특별시 영등포구 당산동3가 416,02-2632-9399,23점,1,5.0
3687,신승반점,서울특별시 구로구 신도림동 692,02-2210-9796,52점,9,3.7
3688,깍뚝연탄구이,서울특별시 송파구 방이동 63-3,02-422-9992,54점,5,4.7
3689,왕십리원조황소곱창,서울시 성동구 홍익동 405,02-2297-8860,14점,평가자 없음,Nan
3690,도야미리,서울특별시 구로구 신도림동 306-13,02-2635-6877,Nan,평가자 없음,Nan
3691,커피사 마리아,서울특별시 중구 을지로3가 278,02-2274-2780,43점,7,3.9
3692,쭈라기공원,서울특별시 성동구 상왕십리동 811,02-2291-7667,13점,평가자 없음,Nan
3693,시골쌈밥,서울특별시 영등포구 양평동1가 28-1,02-2678-6890,34점,2,4.0
3694,초류향,서울시 중구 다동 164-2,02-775-2668,50점,4,3.8
3695,교동전선생 신도림역점,서울특별시 구로구 신도림동 338,02-2632-8766,26점,2,3.1
3696,론리에비뉴,서울특별시 구로구 신도림동 375-12,010-3580-0287,13점,평가자 없음,Nan
3697,카쯔야,서울특별시 종로구 관철동 12-13,02-732-1129,60점,14,3.8
3698,민벅 건대점,서울특별시 광진구 화양동 10-1,02-469-4455,58점,14,3.6
3699,홍콩반점0410 건대역점,서울특별시 광진구 화양동 7-4,02-466-0410,48점,4,4.2
3700,키커피 컴퍼니,서울특별시 성동구 행당동 130-115,070-4230-8893,38점,3,4.3
3701,본래순대,서울특별시 관악구 봉천동 1657-19,02-888-8090,22점,1,5.0
3702,운우,서울특별시 성동구 행당동 158-53,070-4103-6220,17점,평가자 없음,Nan
3703,스시로드,서울특별시 강서구 화곡1동 914-3,02-2065-5995,13점,1,0.0
3704,십원집,서울특별시 관악구 신림동 1424-19,02-877-1995,26점,3,0.0
3705,르미엘커피,서울특별시 서초구 서초동 1574-14,070-8871-1510,27점,1,4.0
3706,천희양꼬치,서울특별시 서초구 방배동 912-8,02-523-7371,19점,1,4.0
3707,르프리크,서울특별시 성동구 성수동2가 328-13,070-7576-3446,39점,4,4.9
3708,롯데리아 구의점,서울시 광진구 구의동 546-1 동서울종합터미널 1층,02-3436-8042,23점,1,4.0
3709,연남동 잠깐,서울특별시 마포구 연남동 260-525,02-3142-7942,51점,4,4.1
3710,명인돈까스,서울특별시 중구 저동2가 8,02-2263-5009,39점,3,4.4
3711,라공방 서울대 본점,서울특별시 관악구 봉천동 863-2,02-878-0588,46점,5,4.5
3712,청와옥 을지로3가직영점,서울시 중구 을지로3가 346-1,02-2266-1300,50점,6,4.0
3713,몰리스팝스,서울특별시 마포구 서교동 332-20,070-4300-3045,58점,5,4.3
3714,그레고리,서울특별시 마포구 합정동 410-11,02-322-9579,63점,13,4.2
3715,총각네부추곱창,서울특별시 관악구 신림동 519-1,02-6406-3137,13점,1,0.0
3716,토방골,서울특별시 영등포구 문래동3가 69-2,02-2678-0746,30점,2,5.0
3717,계경순대국 까치산점,서울특별시 강서구 화곡1동 898-5,02-2692-7545,27점,1,5.0
3718,잠실 영양센터,서울시 송파구 잠실동 193,02-414-4888,23점,3,3.4
3719,피카,서울특별시 강남구 삼성동 159 코엑스 1층 E001a,02-6217-0032,53점,9,3.7
3720,오리사랑 낙성대점,서울특별시 관악구 인헌동 1642-16,02-886-8678,23점,3,3.5
3721,나루스시,서울시 송파구 신천동 11-4 잠실푸르지오 월드마크 지하 1층 37호,02-423-1433,14점,2,3.0
3722,황홀경,서울특별시 관악구 봉천동 1603-20,02-6449-7362,50점,6,4.2
3723,신현무관,서울특별시 서대문구 충정로3가 30-8,02-720-8288,Nan,평가자 없음,Nan
3724,뼈쌀관우육면,서울특별시 영등포구 대림동 1057-7,010-7195-5288,Nan,평가자 없음,Nan
3725,나루,서울특별시 중구 황학동 23,02-2234-9233,13점,평가자 없음,Nan
3726,카린지,서울특별시 성동구 성수동1가 656-629,02-462-8486,54점,9,4.2
3727,최원석의돼지한판,서울특별시 광진구 구의동 199-15,02-447-4544,53점,6,4.8
3728,비스트로주라,서울특별시 마포구 서교동 342-16,02-6406-5640,60점,12,4.2
3729,오징어나라 구의점,서울시 광진구 구의1동 252-115,02-456-9592,28점,2,4.0
3730,세븐브릭스키친,서울특별시 강남구 역삼동 671-15,02-488-4744,35점,3,3.6
3731,줘마양다리구이,서울특별시 영등포구 대림동 1056-7,02-831-3078,26점,평가자 없음,Nan
3732,가정삼계탕,서울특별시 동대문구 신설동 96-39,02-2252-6494,13점,평가자 없음,Nan
3733,갯마을,서울특별시 광진구 구의3동 219-17,02-454-6279,30점,2,4.0
3734,502커피 로스터스 역삼,서울특별시 강남구 역삼동 736-1 아크플레이스 1층,02-556-0502,31점,3,4.5
3735,죽해수산,서울시 서대문구 창천동 62-3,02-332-9485,55점,4,4.2
3736,스시쿄,서울특별시 중구 중림동 129-41,070-4104-7777,13점,평가자 없음,Nan
